%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,69961756398279E+018",robot0,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,216.550445557,124.11328125,100.823310852,196.770782471,98.3853912354
"1,69961765252264E+018",robot1,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,305.100006104,214.760421753,106.948120117,198.622146606,99.3110733032
"1,69961774365491E+018",robot2,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,15,0,396.201934814,303.497436523,106.823379517,202.532913208,101.266456604
"1,69961783467514E+018",robot3,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,487.249664307,358.876464844,107.094993591,202.479156494,101.239578247
"1,69961787181727E+018",robot4,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,524.401062012,376.108154297,104.260299683,202.412582397,101.206291199
"1,69961794705431E+018",robot5,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,11,0,599.65032959,445.325469971,107.441925049,202.445358276,101.222679138
"1,69961800514507E+018",robot6,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,657.701660156,527.432495117,105.330482483,196.967590332,98.483795166
"1,69961806349518E+018",robot7,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,14,0,715.999572754,514.472045898,106.641532898,198.677825928,99.3389129639
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,69961870616778E+018",robot0,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,15,0,247.501327515,57.2655754089,131.161392212,196.688400269,98.3442001343
"1,69961875011654E+018",robot7,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,18,0,291.501190186,93.4814529419,153.309539795,198.125640869,99.0628204346
"1,69961877389192E+018",robot6,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,26,0,315.250061035,106.374824524,163.182952881,197.083328247,98.5416641235
"1,69961877676555E+018",robot5,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,16,0,318.147979736,75.6935577393,157.951843262,202.439910889,101.219955444
"1,69961878284001E+018",robot1,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,26,0,324.199951172,104.196685791,169.232757568,198.632202148,99.3161010742
"1,69961880861341E+018",robot3,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,33,0,349.999237061,101.424217224,166.370315552,202.435806274,101.217903137
"1,69961882157121E+018",robot2,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,30,0,362.900665283,91.2402648926,161.379318237,202.523239136,101.261619568
"1,69961883814871E+018",robot4,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,25,0,379.44909668,106.147102356,175.592895508,202.429641724,101.214820862
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,69961945212889E+018",robot1,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,16,0,285.449523926,94.3194580078,141.682754517,198.471466064,99.2357330322
"1,69961945949919E+018",robot6,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,10,0,292.850036621,86.6028747559,132.498214722,197.024795532,98.5123977661
"1,69961954442606E+018",robot4,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,377.799621582,128.389022827,125.090454102,202.384185791,101.192092896
"1,69961957058663E+018",robot0,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,38,0,403.950561523,161.331848145,204.707122803,196.997940063,98.4989700317
"1,69961959445549E+018",robot2,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,39,0,427.75,164.654174805,208.189178467,202.466964722,101.233482361
"1,69961962186435E+018",robot5,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,46,0,455.19921875,220.982650757,119.051925659,202.46043396,101.23021698
"1,69961962188626E+018",robot7,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,56,0,455.250030518,264.024261475,112.566642761,198.562103271,99.2810516357
"1,69961967951791E+018",robot3,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,37,0,512.851501465,223.344467163,213.421859741,202.402511597,101.201255798
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,69962026654447E+018",robot0,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,224.599899292,108.041160583,101.769836426,196.834030151,98.4170150757
"1,69962028995481E+018",robot3,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,248.0,122.825241089,106.623802185,202.406738281,101.203369141
"1,69962029311306E+018",robot4,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,251.149642944,118.046264648,107.93838501,202.40184021,101.200920105
"1,69962030811951E+018",robot7,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,266.148803711,141.82434082,110.41822052,198.186035156,99.0930175781
"1,69962030943792E+018",robot6,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,267.500579834,142.550506592,111.900718689,197.029891968,98.5149459839
"1,69962031561117E+018",robot5,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,273.600830078,134.484649658,107.385604858,202.477600098,101.238800049
"1,6996203191004E+018",robot1,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,277.150115967,142.451278687,115.571556091,198.648300171,99.3241500854
"1,69962034352916E+018",robot2,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,301.55078125,141.549194336,114.434585571,202.498901367,101.249450684
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,69962088741999E+018",robot0,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,10,0,217.549362183,125.350280762,100.797904968,197.003616333,98.5018081665
"1,69962095418731E+018",robot1,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,284.350952148,192.430999756,102.686691284,198.641921997,99.3209609985
"1,69962104107531E+018",robot2,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,12,0,371.148071289,278.773498535,106.705101013,202.450958252,101.225479126
"1,69962113419801E+018",robot3,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,10,0,464.350921631,334.949401855,107.394546509,202.402389526,101.201194763
"1,69962117220676E+018",robot4,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,502.351196289,354.980255127,104.314079285,202.384078979,101.19203949
"1,69962124660467E+018",robot5,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,12,0,576.750488281,422.373901367,107.431846619,202.427688599,101.213844299
"1,69962130492586E+018",robot6,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,635.050537109,505.67288208,105.482017517,197.150054932,98.5750274658
"1,699621362856E+018",robot7,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,11,0,692.999633789,491.278625488,106.052856445,198.465270996,99.232635498
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,69962203628337E+018",robot1,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,20,0,275.800140381,90.2865753174,144.139129639,198.679733276,99.3398666382
"1,69962206243728E+018",robot7,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,23,0,301.9503479,96.4328231812,154.885284424,198.535507202,99.2677536011
"1,69962206436956E+018",robot6,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,20,0,303.848175049,98.0029144287,162.086380005,196.994934082,98.497467041
"1,69962206920159E+018",robot0,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,23,0,308.650146484,98.087562561,162.049560547,196.818984985,98.4094924927
"1,69962210137622E+018",robot2,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,23,0,340.848937988,100.168685913,170.590484619,202.480987549,101.240493774
"1,69962210261337E+018",robot4,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,31,0,342.148895264,122.654655457,171.931167603,202.383499146,101.191749573
"1,69962213415385E+018",robot5,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,29,0,373.649627686,103.944869995,172.942947388,202.443557739,101.22177887
"1,69962214223621E+018",robot3,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,23,0,381.701690674,94.1812515259,168.594207764,202.485977173,101.242988586
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,69962275100485E+018",robot0,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,20,0,278.499725342,77.0050735474,149.905914307,196.917938232,98.4589691162
"1,6996227514617E+018",robot1,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,17,0,278.901062012,80.9970169067,143.862243652,198.552474976,99.2762374878
"1,69962279758292E+018",robot5,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,25,0,325.052429199,96.7244415283,110.505180359,202.437637329,101.218818665
"1,69962279828205E+018",robot4,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,10,0,325.750793457,78.9098052979,122.064918518,202.405029297,101.202514648
"1,69962284649065E+018",robot6,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,22,0,373.89956665,136.714157104,173.220977783,196.652191162,98.3260955811
"1,6996229109753E+018",robot7,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,65,0,438.450195312,247.067977905,112.33631897,198.658584595,99.3292922974
"1,69962291778394E+018",robot2,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,35,0,445.249847412,172.344314575,212.235534668,202.457046509,101.228523254
"1,69962294983469E+018",robot3,1,1,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,36,0,477.302856445,199.217102051,194.555664062,202.410934448,101.205467224
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,69962352826751E+018",robot7,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,230.400161743,102.348831177,104.708625793,198.552062988,99.2760314941
"1,69962354312554E+018",robot6,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,245.249160767,137.699798584,108.105484009,196.923614502,98.461807251
"1,69962355127356E+018",robot1,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,253.402038574,120.082092285,106.994384766,198.666107178,99.3330535889
"1,69962355622293E+018",robot0,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,258.399658203,129.799285889,104.292495728,196.843856812,98.4219284058
"1,69962356095734E+018",robot4,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,263.100891113,136.827713013,108.872039795,202.429702759,101.214851379
"1,69962356984397E+018",robot5,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,272.050201416,146.012481689,108.682067871,202.446304321,101.223152161
"1,69962357218733E+018",robot2,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,8,0,274.350646973,146.075164795,108.242462158,202.454376221,101.22718811
"1,69962358171017E+018",robot3,2,0,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,283.90057373,136.285797119,113.949150085,202.373718262,101.186859131
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,6996241184287E+018",robot0,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,9,0,216.29977417,124.182975769,100.858512878,197.058227539,98.5291137695
"1,69962419383527E+018",robot1,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,10,0,291.69934082,202.231414795,103.529685974,198.243331909,99.1216659546
"1,69962428977071E+018",robot2,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,13,0,387.599182129,290.725494385,106.673179626,202.477630615,101.238815308
"1,69962437246849E+018",robot3,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,14,0,470.348907471,343.212036133,106.651405334,202.430786133,101.215393066
"1,69962441532876E+018",robot4,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,10,0,513.202148438,364.456512451,104.612747192,202.382843018,101.191421509
"1,69962449259697E+018",robot5,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,11,0,590.403564453,435.009002686,107.79763031,202.500717163,101.250358582
"1,69962454676191E+018",robot6,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,7,0,644.599853516,515.300720215,105.594337463,197.169616699,98.5848083496
"1,69962460384165E+018",robot7,2,1,1.0,0.5,0.5,5.0,3.0,20.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.600000023842,0,12,0,701.698730469,499.225891113,107.23765564,198.410766602,99.2053833008
%time,field.robot_name,field.ALGOR,field.Stop_AND_Wait,field.W1,field.W2,field.time_step,field.time_horizon,field.sphere_radius,field.CRIT_DIST,field.DES_VEL,field.ROT_VEL,field.K_ROT_MAX,field.K_ROT_MIN,field.ORI_ERROR,field.robot_stuck,field.avoided_collisions,field.fatal_collisions,field.navigation_time,field.CA_time,field.distance_travelled,field.optimal_time,field.optimal_distance_travelled
"1,69962522880139E+018",robot0,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,26,0,255.698760986,71.2576141357,134.136474609,197.287246704,98.6436233521
"1,69962523889624E+018",robot1,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,19,0,265.847595215,72.1170349121,142.000045776,198.239028931,99.1195144653
"1,69962525335945E+018",robot7,1,0,1.0,0.5,0.5,5.0,3.0,7.0,0.5,0.449999988079,0.300000011921,0.15000000596,0.800000011921,0,19,0,280.299102783,75.9701538086,152.356460571,198.507049561,99.2535247803
